lex1;lex_utf81
RJPWT/;ריפות֜
MJKL/;מיכל֜
XNQ[;חנק
<MF>/;עמשׂא֜
JTR>/;יתרא֜
CBJ=/;שׁבי֜
BRZLJ/;ברזלי֜
RGLJM/;רגלים֜
JWYR/;יוצר֜
PWL/;פול֜
CPWT/;שׁפות֜
FWBK/;שׂובך֜
CW<R/;שׁוער֜
MRWYH/;מרוצה֜
<BRH/;עברה֜
CJBH/;שׁיבה֜
GMWLH/;גמולה֜
KMHM/;כמהם֜
KMHN/;כמהן֜
CB<=/;שׁבע֜
BKRJ=/;בכרי֜
XJWT/;חיות֜
JGH=[;יגה
>BL/;אבל֜
BRJM/;ברים֜
SLLH/;סללה֜
XJL==/;חיל֜
>MWN/;אמון֜
BNJH=/;בניה֜
>DRM/;אדרם֜
CW>==/;שׁוא֜
<JR>/;עירא֜
J>JRJ/;יאירי֜
GB<WNJ/;גבעוני֜
BXJR/;בחיר֜
>RMNJ/;ארמני֜
JCBJ=/;ישׁבי֜
RPH==/;רפה֜
QJN/;קין֜
GWB=/;גוב֜
SBKJ/;סבכי֜
XCTJ/;חשׁתי֜
SP==/;סף֜
>LXNN/;אלחנן֜
J<RJ/;יערי֜
MDWN/;מדון֜
PLV[;פלט
JC</;ישׁע֜
MFGB/;משׂגב֜
MNWS/;מנוס֜
>PP[;אפף
MCBR/;משׁבר֜
G<C[;געשׁ
MWSDH=/;מוסדה֜
GXL/;גחל֜
XCRH/;חשׁרה֜
NGH/;נגה֜
>PJQ/;אפיק֜
G<RH/;גערה֜
MC<N=/;משׁען֜
MRXB/;מרחב֜
BR=/;בר֜
XSD[;חסד
BRR[;ברר
TBR[;תבר
TPL[;תפל
NGH[;נגה
DLG[;דלג
CWH[;שׁוה
NXT[;נחת
M<D[;מעד
QRSL/;קרסל֜
YMT[;צמת
VJV/;טיט֜
MGDWL/;מגדול֜
ZMJR/;זמיר֜
MLH/;מלה֜
QWY=/;קוץ֜
TXKMNJ/;תחכמני֜
<DJNW/;עדינו֜
<YNJ/;עצני֜
>XWXJ/;אחוחי֜
CM>/;שׁמא֜
>G>/;אגא֜
HRRJ/;הררי֜
>RJ>L==/;אריאל֜
XRDJ/;חרדי֜
>LJQ>/;אליקא֜
XLY=/;חלץ֜
PLVJ/;פלטי֜
<QC=/;עקשׁ֜
<NTTJ/;ענתתי֜
MBNJ/;מבני֜
YLMWN=/;צלמון֜
MHRJ/;מהרי֜
NVWPTJ/;נטופתי֜
XLB==/;חלב֜
RJBJ/;ריבי֜
HDJ/;הדי֜
>BJ_<LBWN/;אבי עלבון֜
<RBTJ/;ערבתי֜
<ZMWT/;עזמות֜
BRXMJ/;ברחמי֜
>LJXB>/;אליחבא֜
C<LBNJ/;שׁעלבני֜
JCN==/;ישׁן֜
>XJ>M/;אחיאם֜
CRR/;שׁרר֜
>RRJ/;אררי֜
>XSBJ/;אחסבי֜
XYRJ/;חצרי֜
P<RJ/;פערי֜
>RBJ/;ארבי֜
BNJ/;בני֜
YLQ/;צלק֜
NXRJ/;נחרי֜
JTRJ/;יתרי֜
GRB=/;גרב֜
TXTJM_XDCJ/;תחתים חדשׁי֜
MPQD/;מפקד֜
XZH=/;חזה֜
NVL[;נטל
>RWNH/;ארונה֜
MWRG/;מורג֜
>BJCG/;אבישׁג֜
CWNMJ/;שׁונמי֜
R<J=/;רעי֜
>DNJHW/;אדניהו֜
ZXLT/;זחלת֜
PRDH/;פרדה֜
XLL==[;חלל
HMH[;המה
MRY[;מרץ
JCRH/;ישׁרה֜
GZR[;גזר
<ZRJHW/;עזריהו֜
>LJXRP/;אליחרף֜
CJC>/;שׁישׁא֜
ZBWD/;זבוד֜
>XJCR/;אחישׁר֜
>DNJRM/;אדנירם֜
<BD>/;עבדא֜
DQR/;דקר֜
MQY/;מקץ֜
BJT_XNN/;בית חנן֜
XSD==/;חסד֜
>RBWT/;ארבות֜
VPT/;טפת֜
B<N>/;בענא֜
JQM<M/;יקמעם֜
GBR=/;גבר֜
>XJNDB/;אחינדב֜
<DW>/;עדוא֜
PRWX/;פרוח֜
>L>/;אלא֜
>RJ=/;ארי֜
KR=/;כר֜
R<J/;רעי֜
BRBR/;ברבר֜
>BS[;אבס
TPSX/;תפסח֜
>RWH/;ארוה֜
RKC/;רכשׁ֜
>JTN=/;איתן֜
>ZRXJ/;אזרחי֜
HJMN/;הימן֜
KLKL/;כלכל֜
DRD</;דרדע֜
MXWL=/;מחול֜
PG</;פגע֜
DBRWT/;דברות֜
MKLT/;מכלת֜
SBL/;סבל֜
ZW/;זו֜
>JLM/;אילם֜
CQPJM/;שׁקפים֜
>VM[;אטם
JYJ</;יציע֜
DBJR/;דביר֜
MGR<WT/;מגרעות֜
>XZ=[;אחז
MS<=/;מסע֜
LWL/;לול֜
GB=/;גב֜
FDRH/;שׂדרה֜
SPN/;ספן֜
MQL<T/;מקלעת֜
PQ<JM/;פקעים֜
SGWR/;סגור֜
RTWQ/;רתוק֜
QYB/;קצב֜
PNJMJ/;פנימי֜
MSB/;מסב֜
QL<=[;קלע
TMRH/;תמרה֜
XJYWN/;חיצון֜
>JL===/;איל֜
GLJL/;גליל֜
XQH[;חקה
KRWTH/;כרותה֜
BWL=/;בול֜
MXZH=/;מחזה֜
CQP/;שׁקף֜
<B=/;עב֜
MSD/;מסד֜
VPXH/;טפחה֜
YRJ=/;צרי֜
KTRT/;כתרת֜
FBKH/;שׂבכה֜
CWCN/;שׁושׁן֜
B<Z/;בעז֜
<GL=/;עגל֜
QW/;קו֜
JYQH/;יצקה֜
<BJ/;עבי֜
VPX/;טפח֜
BT=/;בת֜
MKWNH/;מכונה֜
CLB/;שׁלב֜
LJH/;ליה֜
SRN/;סרן֜
XCQ=/;חשׁק֜
XCR/;חשׁר֜
M<R/;מער֜
MWYQ/;מוצק֜
M<BH/;מעבה֜
MZMRT/;מזמרת֜
PT=/;פת֜
ZBL/;זבל֜
RNH/;רנה֜
XSJL/;חסיל֜
PC<[;פשׁע
XCQ/;חשׁק֜
CRQ[;שׁרק
TDMR/;תדמר֜
>NJ/;אני֜
MLKH/;מלכה֜
M<MD/;מעמד֜
MLBWC/;מלבושׁ֜
>LMGJM/;אלמגים֜
MS<D/;מסעד֜
MSXR/;מסחר֜
RKL[;רכל
<RB========/;ערב֜
PXH/;פחה֜
CXV=[;שׁחט
MNH=/;מנה֜
PZZ=[;פזז
CNHBJM/;שׁנהבים֜
QWP/;קוף֜
TKJJM/;תכיים֜
NCQ/;נשׁק֜
CQMH/;שׁקמה֜
<CTRT==/;עשׁתרת֜
MLKM/;מלכם֜
>DD/;אדד֜
TXPNJS/;תחפניס֜
GBJRH/;גבירה֜
GNBT/;גנבת֜
RZWN==/;רזון֜
JRB<M/;ירבעם֜
NBV/;נבט֜
YRDH/;צרדה֜
YRW<H/;צרועה֜
SBL=/;סבל֜
CJLNJ/;שׁילני֜
QR<JM/;קרעים֜
NJR=/;ניר֜
CJCQ/;שׁישׁק֜
RXB<M/;רחבעם֜
QVN==/;קטן֜
CWV/;שׁוט֜
SBH/;סבה֜
CM<JH/;שׁמעיה֜
BD>[;בדא
J>CJHW/;יאשׁיהו֜
MTT/;מתת֜
HWJ;הוי
CMRWN/;שׁמרון֜
XPY=/;חפץ֜
BQBQ/;בקבק֜
>XJHW/;אחיהו֜
FJB/;שׂיב֜
GW=/;גו֜
GLL=/;גלל֜
T>/;תא֜
>BJM/;אבים֜
>BJCLWM/;אבישׁלום֜
>S>/;אסא֜
MPLYT/;מפלצת֜
B<C>/;בעשׁא֜
BN_HDD/;בן הדד֜
VBRMN/;טברמן֜
XZJWN=/;חזיון֜
<JWN/;עיון֜
>BL_BJT_M<KH/;אבל בית מעכה֜
JHW>/;יהוא֜
XNNJ/;חנני֜
>RY>/;ארצא֜
<MRJ/;עמרי֜
>RMWN/;ארמון֜
TBNJ/;תבני֜
GJNT/;גינת֜
CMR=/;שׁמר֜
>X>B/;אחאב֜
>JZBL/;איזבל֜
>TB<L/;אתבעל֜
XJ>L/;חיאל֜
>LJ/;אלי֜
FGWB/;שׂגוב֜
>LJHW/;אליהו֜
TCBJ/;תשׁבי֜
KRJT/;כרית֜
YRPT/;צרפת֜
M<WG/;מעוג֜
<BDJHW/;עבדיהו֜
XYJR/;חציר֜
S<PJM/;סעפים֜
HTL[;התל
FJG/;שׂיג֜
QCB/;קשׁב֜
T<LH/;תעלה֜
GHR[;גהר
QDR[;קדר
CNS[;שׁנס
RTM/;רתם֜
RYP/;רצף֜
>KJLH/;אכילה֜
R<C/;רעשׁ֜
DMMH/;דממה֜
XZ>L/;חזאל֜
NMCJ/;נמשׁי֜
>LJC</;אלישׁע֜
MXMD/;מחמד֜
FPQ=[;שׂפק
C<L/;שׁעל֜
MDJNH/;מדינה֜
XFP/;חשׂף֜
XLV[;חלט
>PR=/;אפר֜
SR/;סר֜
Z<P=/;זעף֜
NBWT/;נבות֜
XR=/;חר֜
JML>/;ימלא֜
YDQJH/;צדקיה֜
KN<NH/;כנענה֜
YDQJHW/;צדקיהו֜
XBH[;חבה
>MWN==/;אמון֜
KL>/;כלא֜
DBQ/;דבק֜
RKB=/;רכב֜
>XZJHW/;אחזיהו֜
<ZWBH/;עזובה֜
CLXJ/;שׁלחי֜
JHWRM/;יהורם֜
>XZJH/;אחזיה֜
ZBWB/;זבוב֜
>LJH=/;אליה֜
>ZWR/;אזור֜
S<RH/;סערה֜
GLM[;גלם
YLXJT/;צלחית֜
QLS[;קלס
MJC</;מישׁע֜
NQD/;נקד֜
MBXWR/;מבחור֜
XRB=[;חרב
QJR_XRFT/;קיר חרשׂת֜
QL<=/;קלע֜
>SWK/;אסוך֜
NCJ/;נשׁי֜
GJXZJ/;גיחזי֜
CLH[;שׁלה
ZRR[;זרר
CPT[;שׁפת
>RT/;ארת֜
PQ<T/;פקעת֜
PLX[;פלח
B<L_CLCH/;בעל שׁלשׁה֜
YQLWN/;צקלון֜
>XLJ;אחלי
>MNH===/;אמנה֜
PRPR/;פרפר֜
RMWN==/;רמון֜
XRJV/;חריט֜
<PL/;עפל֜
QYB[;קצב
TXNTJ/;תחנתי֜
NXT==/;נחת֜
S<R[;סער
>JKH=;איכה
KRH==[;כרה
KRH/;כרה֜
RB<===/;רבע֜
QB/;קב֜
DBJWNJM/;דביונים֜
XKH[;חכה
RMS[;רמס
RVC[;רטשׁ
MKBR=/;מכבר֜
Y<JR=/;צעיר֜
<TLJHW/;עתליהו֜
CP<H/;שׁפעה֜
MNHG/;מנהג֜
KCP/;כשׁף֜
BDQR/;בדקר֜
MF>=/;משׂא֜
BJT_HGN/;בית הגן֜
M<LH_GWR/;מעלה גור֜
SMM[;סמם
PWK/;פוך֜
DMN/;דמן֜
YBR/;צבר֜
BJT_<QD_HR<JM/;בית עקד הרעים֜
BJT_<QD/;בית עקד֜
<QBH/;עקבה֜
<YRH/;עצרה֜
MLTXH/;מלתחה֜
MWY>H/;מוצאה֜
JHW>XZ/;יהואחז֜
<TLJH/;עתליה֜
JHWCB</;יהושׁבע֜
KRJ/;כרי֜
SWR=/;סור֜
MSX;מסח
MTN=/;מתן֜
JHW>C/;יהואשׁ֜
YBJH=/;צביה֜
MKR=/;מכר֜
BDQ/;בדק֜
GDR[;גדר
MXYB/;מחצב֜
SL>/;סלא֜
JWZBD/;יוזבד֜
CM<T/;שׁמעת֜
JHWZBD/;יהוזבד֜
CMR==/;שׁמר֜
>MYJH/;אמציה֜
JW>XZ/;יואחז֜
>MYJHW/;אמציהו֜
JHW<DN/;יהועדן֜
XWX/;חוח֜
T<RWBWT/;תערובות֜
<ZRJH/;עזריה֜
JWNH=/;יונה֜
>MTJ/;אמתי֜
GT_HXPR/;גת החפר֜
ZKRJH/;זכריה֜
JKLJHW/;יכליהו֜
XPCJT/;חפשׁית֜
ZKRJHW/;זכריהו֜
CLWM==/;שׁלום֜
JBJC==/;יבישׁ֜
QBL=/;קבל֜
<ZJH/;עזיה֜
MNXM/;מנחם֜
GDJ===/;גדי֜
PWL==/;פול֜
PQXJH/;פקחיה֜
PQX=/;פקח֜
RMLJHW/;רמליהו֜
>RJH=/;אריה֜
TGLT_PL>SR/;תגלת פלאסר֜
JNWX/;ינוח֜
<ZJHW/;עזיהו֜
JRWC>/;ירושׁא֜
RYJN/;רצין֜
>XZ=/;אחז֜
JHWDJ/;יהודי֜
QJR=/;קיר֜
DWMFQ/;דומשׂק֜
MRYPT/;מרצפת֜
MWSK/;מוסך֜
XZQJHW/;חזקיהו֜
CLMN>SR/;שׁלמנאסר֜
SW>/;סוא֜
XLX/;חלח֜
XBWR/;חבור֜
GWZN/;גוזן֜
XP>[;חפא
HBL[;הבל
KWT/;כות֜
<W>/;עוא֜
SPRWJM=/;ספרוים֜
CMRWNJ/;שׁמרוני֜
SKWT_BNWT/;סכות בנות֜
NRGL/;נרגל֜
>CJM>/;אשׁימא֜
NBXZ/;נבחז֜
TRTQ/;תרתק֜
SPRWJ/;ספרוי֜
>DRMLK/;אדרמלך֜
<NMLK/;ענמלך֜
XZQJH/;חזקיה֜
>BJ/;אבי֜
NXCTN/;נחשׁתן֜
SNXRJB/;סנחריב֜
>MNH/;אמנה֜
TRTN/;תרתן֜
RB==/;רב֜
RB_CQH/;רב שׁקה֜
>LJQJM/;אליקים֜
XLQJHW/;חלקיהו֜
CBNH/;שׁבנה֜
JW>X/;יואח֜
>SP==/;אסף֜
BVXWN/;בטחון֜
>RMJ=/;ארמי֜
Y>H=/;צאה֜
>RPD/;ארפד֜
HN</;הנע֜
<WH=/;עוה֜
XLQJH/;חלקיה֜
CBN>/;שׁבנא֜
JC<JHW/;ישׁעיהו֜
>MWY/;אמוץ֜
TWKXH/;תוכחה֜
N>YH/;נאצה֜
MCBR=/;משׁבר֜
LDH/;לדה֜
TRHQH/;תרהקה֜
RYP=/;רצף֜
<DN===/;עדן֜
TL>FR/;תלאשׂר֜
>MNM;אמנם
BWZ[;בוז
L<G[;לעג
KRML/;כרמל֜
QWR[;קור
MYWR==/;מצור֜
C>H[;שׁאה
QYR=/;קצר֜
CDPH/;שׁדפה֜
C>NN/;שׁאנן֜
SXJC/;סחישׁ֜
GNN[;גנן
NSRK/;נסרך֜
>DRMLK=/;אדרמלך֜
FR>YR/;שׂראצר֜
>SR_XDN/;אסר חדן֜
DM<H/;דמעה֜
DBLT/;דבלת֜
JXZQJHW/;יחזקיהו֜
BR>DK_BL>DN/;בראדך בלאדן֜
BL>DN/;בלאדן֜
NKT/;נכת֜
VWB==/;טוב֜
>YR[;אצר
XPYJ_BH/;חפצי בה֜
MCQLT/;משׁקלת֜
YLXT/;צלחת֜
MCSH/;משׁסה֜
<Z>/;עזא֜
MCLMT/;משׁלמת֜
XRWY=====/;חרוץ֜
JVBH/;יטבה֜
JDJDH/;ידידה֜
<DJH/;עדיה֜
CPN=/;שׁפן֜
>YLJHW/;אצליהו֜
MCLM/;משׁלם֜
>XJQM/;אחיקם֜
MJKJH/;מיכיה֜
<FJH/;עשׂיה֜
XLDH/;חלדה֜
TQWH==/;תקוה֜
XRXS/;חרחס֜
KMR/;כמר֜
MZLWT/;מזלות֜
TPT=/;תפת֜
NTN_MLK/;נתן מלך֜
PRBR/;פרבר֜
YJWN=/;ציון֜
NKH==/;נכה֜
XMWVL/;חמוטל֜
JRMJHW/;ירמיהו֜
<NC/;ענשׁ֜
JHWJQJM/;יהויקים֜
ZBWDH/;זבודה֜
PDJH/;פדיה֜
NBWKDN>YR/;נבוכדנאצר֜
KFDJ/;כשׂדי֜
JHWJKJN/;יהויכין֜
NXCT>/;נחשׁתא֜
>LNTN/;אלנתן֜
MSGR=/;מסגר֜
DLH=/;דלה֜
GWLH/;גולה֜
MTNJH/;מתניה֜
DJQ/;דיק֜
NBWZR>DN/;נבוזראדן֜
KRM=/;כרם֜
JGB[;יגב
YPNJHW/;צפניהו֜
GDLJHW/;גדליהו֜
NTNJH/;נתניה֜
JWXNN/;יוחנן֜
QRX===/;קרח֜
TNXMT/;תנחמת֜
J>ZNJHW/;יאזניהו֜
GLWT/;גלות֜
>WJL_MRDK/;אויל מרדך֜
>RXH=/;ארחה֜
>BWS/;אבוס֜
ZWR[;זור
DWJ=/;דוי֜
MLWNH/;מלונה֜
MQCH=/;מקשׁה֜
ZKH[;זכה
>CR[;אשׁר
XMWY=/;חמוץ֜
LBN[;לבן
SJG/;סיג֜
SB>/;סבא֜
MHL[;מהל
CLMNJM/;שׁלמנים֜
BR=====/;בר֜
BDJL/;בדיל֜
>JL==/;איל֜
XPR[;חפר
XSN/;חסן֜
NJYWY/;ניצוץ֜
NHR[;נהר
MZMRH/;מזמרה֜
FPQ[;שׂפק
QYH==/;קצה֜
CXX[;שׁחח
GBHWT/;גבהות֜
RWM=/;רום֜
G>H/;גאה֜
CPL==/;שׁפל֜
FKJH/;שׂכיה֜
MXLH==/;מחלה֜
PRWT/;פרות֜
MC<N/;משׁען֜
MC<NH/;משׁענה֜
XRC=====/;חרשׁ֜
LXC/;לחשׁ֜
T<LWLJM/;תעלולים֜
RHB[;רהב
MKCLH/;מכשׁלה֜
HKRH/;הכרה֜
BL<=[;בלע
DK>[;דכא
GRWN/;גרון֜
FQR[;שׂקר
VPP[;טפף
<KS[;עכס
FPX[;שׂפח
<KS/;עכס֜
CBJS/;שׁביס֜
CR==/;שׁר֜
R<LH/;רעלה֜
QCRJM/;קשׁרים֜
MXLYWT/;מחלצות֜
M<VPT/;מעטפת֜
MVPXT/;מטפחת֜
GLJWN/;גליון֜
YNJPH/;צניפה֜
RDJD/;רדיד֜
MQ/;מק֜
NQPH/;נקפה֜
MQCH==/;מקשׁה֜
PTJGJL/;פתיגיל֜
MXGRT/;מחגרת֜
KJ/;כי֜
JPJ/;יפי֜
>NH=[;אנה
DWX[;דוח
XPH/;חפה֜
MXSH/;מחסה֜
MSTWR/;מסתור֜
ZRM/;זרם֜
<ZQ[;עזק
FRQ/;שׂרק֜
B>C=/;באשׁ֜
MFWKH/;משׂוכה֜
MRMS/;מרמס֜
BTH=/;בתה֜
<DR=[;עדר
CMJR/;שׁמיר֜
CJT/;שׁית֜
NV</;נטע֜
C<CW<JM/;שׁעשׁועים֜
MFPX/;משׂפח֜
YXH/;צחה֜
P<R[;פער
C>WN/;שׁאון֜
<LZ/;עלז֜
DBR==/;דבר֜
MX/;מח֜
MSK[;מסך
XCC/;חשׁשׁ֜
SWXH/;סוחה֜
NWM[;נום
YR===/;צר֜
GLGL/;גלגל֜
SWPH/;סופה֜
C>GH/;שׁאגה֜
NHM[;נהם
NHMH/;נהמה֜
<RJPJM/;עריפים֜
DMH=[;דמה
RYPH/;רצפה֜
C<<=[;שׁעע
CLKT/;שׁלכת֜
NXH=[;נחה
C>R_JCWB/;שׁאר ישׁוב֜
>WD/;אוד֜
QWY=[;קוץ
VB>L/;טבאל֜
<MQ[;עמק
C>LH=/;שׁאלה֜
<MNW_>L/;עמנו אל֜
BTH/;בתה֜
NQJQ/;נקיק֜
N<YWY/;נעצוץ֜
NHLL/;נהלל֜
M<DR/;מעדר֜
MHR_CLL_XC_BZ/;מהר שׁלל חשׁ בז֜
JBRKJHW/;יברכיהו֜
CLX===/;שׁלח֜
MFWF/;משׂושׂ֜
MVH===/;מטה֜
XZQH=/;חזקה֜
T<WDH/;תעודה֜
LMD/;למד֜
YPP[;צפף
M<WP/;מעוף֜
YWQH/;צוקה֜
MW<P/;מועף֜
MWYQ=/;מוצק֜
YLMWT/;צלמות֜
GJL[;גיל
SBL==/;סבל֜
S>WN/;סאון֜
S>N[;סאן
M>KLT=/;מאכלת֜
MFRH/;משׂרה֜
MRBH/;מרבה֜
SWK=[;סוך
>GMWN/;אגמון֜
XNP/;חנף֜
>BK[;אבך
G>WT/;גאות֜
<TM[;עתם
GZR=[;גזר
CW>H/;שׁואה֜
>SJR=/;אסיר֜
Z<M/;זעם֜
CLL[;שׁלל
KRKMJC/;כרכמישׁ֜
KLNW/;כלנו֜
BY<[;בצע
<TWD=/;עתוד֜
CFH[;שׁשׂה
KBJR/;כביר֜
MFWR/;משׂור֜
MCMN/;משׁמן֜
RZWN/;רזון֜
JQD/;יקד֜
NSS[;נסס
C>R=/;שׁאר֜
MZ<R/;מזער֜
TBLJT/;תבלית֜
XBL=[;חבל
<JT/;עית֜
YHL[;צהל
LJCH/;לישׁה֜
MDMNH=/;מדמנה֜
GBJM/;גבים֜
S<P[;סעף
P>RH/;פארה֜
M<RYH/;מערצה֜
NQP=[;נקף
XVR/;חטר֜
GZ</;גזע֜
NYR/;נצר֜
MCM</;משׁמע֜
NMR/;נמר֜
C<<[;שׁעע
XR/;חר֜
M>WRH/;מאורה֜
YP<NJ/;צפעני֜
HDH[;הדה
PTRWS/;פתרוס֜
MCLWX/;משׁלוח֜
B<JM/;בעים֜
FFWN/;שׂשׂון֜
CPH[;שׁפה
<LJZ/;עליז֜
JLL[;ילל
CD/;שׁד֜
XBL/;חבל֜
>KZRJ/;אכזרי֜
KSJL=/;כסיל֜
HLL=[;הלל
ZD/;זד֜
<RJY/;עריץ֜
PZ/;פז֜
KTM/;כתם֜
<RBJ=/;ערבי֜
YJ/;צי֜
>X=/;אח֜
RQD[;רקד
>J=/;אי֜
TN/;תן֜
<NG=/;ענג֜
<YB==/;עצב֜
RGZ/;רגז֜
MDHBH/;מדהבה֜
SRH=/;סרה֜
MRDP/;מרדף֜
PYX[;פצח
RP>JM/;רפאים֜
HMJH/;המיה֜
JY<[;יצע
TWL<H/;תולעה֜
HJLL/;הילל֜
CGX[;שׁגח
V<N=[;טען
BWS[;בוס
MVBX/;מטבח֜
BL;בל
MWRC/;מורשׁ֜
QPD/;קפד֜
V>V>[;טאטא
MV>V>/;מטאטא֜
YP</;צפע֜
BDD[;בדד
MW<D=/;מועד֜
QJR_MW>B/;קיר מואב֜
JHY/;יהץ֜
JR<[;ירע
<GLT_CLCJH/;עגלת שׁלשׁיה֜
LWXJT/;לוחית֜
XRWNJM/;חרונים֜
NMRJM/;נמרים֜
MCMH/;משׁמה֜
JTRH/;יתרה֜
>GLJM/;אגלים֜
JLLH/;יללה֜
B>R_>JLJM/;באר אילים֜
DJMWN/;דימון֜
PLJLH/;פלילה֜
MY=/;מץ֜
MHJR/;מהיר֜
G>/;גא֜
BD=/;בד֜
NK>/;נכא֜
FRQ=/;שׂרק֜
CLXWT/;שׁלחות֜
RWH[;רוה
HJDD/;הידד֜
GJL/;גיל֜
QJR_XRF/;קיר חרשׂ֜
M<J/;מעי֜
MPLH/;מפלה֜
RZH[;רזה
NQP/;נקף֜
GRGR/;גרגר֜
>MJR/;אמיר֜
S<JP=/;סעיף֜
XRC==/;חרשׁ֜
N<MNJM/;נעמנים֜
FWG[;שׂוג
K>B/;כאב֜
>NWC=/;אנושׁ֜
C>H=[;שׁאה
MY/;מץ֜
GLGL==/;גלגל֜
BLHH/;בלהה֜
YJR==/;ציר֜
QW==/;קו֜
MBWSH/;מבוסה֜
BZ>[;בזא
YX/;צח֜
BSR/;בסר֜
NYH=/;נצה֜
ZLZLJM/;זלזלים֜
NVJCWT/;נטישׁות֜
TZZ[;תזז
JBL[;יבל
CJ/;שׁי֜
BQQ[;בקק
>VJM/;אטים֜
NCT[;נשׁת
ZNX=[;זנח
QML[;קמל
<RH/;ערה֜
MZR</;מזרע֜
DJG/;דיג֜
XKH/;חכה֜
MKMRT/;מכמרת֜
FRJQ/;שׂריק֜
XWRJ/;חורי֜
CTT/;שׁתת֜
FKR=/;שׂכר֜
>GM=/;אגם֜
>WJL/;אויל֜
B<R=[;בער
NP/;נף֜
<W<JM/;עועים֜
QJ>/;קיא֜
XG>/;חגא֜
HRS/;הרס֜
SRGWN/;סרגון֜
XFWPJ/;חשׂופי֜
MBV/;מבט֜
XZWT/;חזות֜
>NXH/;אנחה֜
XLXLH/;חלחלה֜
PLYWT/;פלצות֜
YPJT/;צפית֜
MDCH/;מדשׁה֜
B<H[;בעה
<RB=====/;ערב֜
DDNJ/;דדני֜
KBD==/;כבד֜
TC>H/;תשׁאה֜
MBWKH/;מבוכה֜
QRR[;קרר
CW<====/;שׁוע֜
>CPH/;אשׁפה֜
BQJ</;בקיע֜
MQWH=/;מקוה֜
VLVLH/;טלטלה֜
<VH=[;עטה
YNPH/;צנפה֜
DWR=/;דור֜
QLWN/;קלון֜
Y>Y>JM/;צאצאים֜
YPJ<H/;צפיעה֜
SXR/;סחר֜
QDMH=/;קדמה֜
KN<NJ=/;כנעני֜
MZX=/;מזח֜
M<ZN/;מעזן֜
BXWN=/;בחון֜
<RR[;ערר
XSN[;חסן
FB<H/;שׂבעה֜
<TJQ=/;עתיק֜
BLQ[;בלק
XRH=[;חרה
YWXH/;צוחה֜
C>JH/;שׁאיה֜
>WR=/;אור֜
RZJ/;רזי֜
BGD=/;בגד֜
R<<=[;רעע
PRR=[;פרר
>SPH/;אספה֜
MSGR/;מסגר֜
LBNH===/;לבנה֜
XMH=/;חמה֜
>MN=/;אמן֜
YJWN/;ציון֜
CMR/;שׁמר֜
MXH==[;מחה
ZQQ[;זקק
MSKH=/;מסכה֜
NSK=[;נסך
MTBN/;מתבן֜
BMW;במו
MDMNH/;מדמנה֜
FXH[;שׂחה
>RBH==/;ארבה֜
BVWX/;בטוח֜
MJCRJM/;מישׁרים֜
M<GL/;מעגל֜
PLS[;פלס
CXR[;שׁחר
<WL=[;עול
QYW/;קצו֜
LWJTN/;לויתן֜
BRJX==/;בריח֜
<QLTWN/;עקלתון֜
XMD/;חמד֜
PF<[;פשׂע
YWT[;צות
CRC[;שׁרשׁ
HRG/;הרג֜
S>S>[;סאסא
HGH=[;הגה
GR=/;גר֜
QYJR=/;קציר֜
CBLT=/;שׁבלת֜
F<R=/;שׂער֜
YJYH/;ציצה֜
BKWRH/;בכורה֜
YPJRH/;צפירה֜
TP>RH/;תפארה֜
R>H==/;ראה֜
PWQ[;פוק
PLJLJH/;פליליה֜
<TJQ/;עתיק֜
YW/;צו֜
QW=/;קו֜
Z<JR/;זעיר֜
L<G=/;לעג֜
MRG<H/;מרגעה֜
LYWN/;לצון֜
CWV=/;שׁוט֜
BXN/;בחן֜
JQRH/;יקרה֜
MWSD=/;מוסד֜
J<H[;יעה
ZW<H/;זועה֜
MY</;מצע֜
KNS[;כנס
PRYJM/;פרצים֜
MWSR=/;מוסר֜
FDD[;שׂדד
QYX/;קצח֜
KMN/;כמן֜
FWRH/;שׂורה֜
SMN[;סמן
XRWY/;חרוץ֜
>DC[;אדשׁ
GLGL=/;גלגל֜
TWCJH/;תושׁיה֜
>RJ>L=/;אריאל֜
T>NJH/;תאניה֜
>NJH=/;אניה֜
MYWRH/;מצורה֜
R<M/;רעם֜
YBH=/;צבה֜
MYWDH==/;מצודה֜
CWQQ/;שׁוקק֜
<YM=[;עצם
MXCK/;מחשׁך֜
HPK/;הפך֜
>PL=/;אפל֜
LY/;לץ֜
CQD[;שׁקד
QWC[;קושׁ
XWR[;חור
MSKH==/;מסכה֜
XSWT/;חסות֜
KLMH/;כלמה֜
XNS/;חנס֜
LJC/;לישׁ֜
>P<H/;אפעה֜
DBCT/;דבשׁת֜
RHB==/;רהב֜
KXC=/;כחשׁ֜
MHTLWT/;מהתלות֜
LWZ[;לוז
MKTH/;מכתה֜
XTH[;חתה
JQWD/;יקוד֜
XFP[;חשׂף
GB>/;גבא֜
CWBH/;שׁובה֜
NXT/;נחת֜
BVXH/;בטחה֜
TRN/;תרן֜
KNP[;כנף
MWRH/;מורה֜
Y>/;צא֜
DCN=/;דשׁן֜
KR==/;כר֜
BLJL/;בליל֜
XMJY/;חמיץ֜
RXT/;רחת֜
MZRH/;מזרה֜
PLG/;פלג֜
JBL/;יבל֜
MXY/;מחץ֜
MF>H/;משׂאה֜
HNPH/;הנפה֜
RSN/;רסן֜
NXT=/;נחת֜
